,stockName,currentPrice,date_peak_or_trough,"price(p,t)",indicator
0,AAL.L,1397.0,735509.0,1301.0,8.0%
1,EZJ.L,1383.86,735500.0,1285.0,8.0%
2,SHP.L,5200.0,735208.0,2611.03,100.0%
